title,upc,category,price_e_tax,price_i_tax,tax,rating,reviews,quantity,stock,link,img_link
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,6e44bcbeac7f4360,Sequential Art,25.38,25.38,0.0,Four,0,In stock (14 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,f0f38174a7e689a3,Young Adult,27.12,27.12,0.0,One,0,In stock (14 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",34c0d7c4ee5650af,Nonfiction,43.04,43.04,0.0,Two,0,In stock (14 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,08b2f71d93836313,Default,56.8,56.8,0.0,Four,0,In stock (14 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,6875c5657661b2fb,Add a comment,25.91,25.91,0.0,Five,0,In stock (14 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),c5cb9f885d8b3621,Romance,32.61,32.61,0.0,Five,0,In stock (14 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,e9906e2f0d189745,Fiction,27.88,27.88,0.0,Five,0,In stock (14 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",081305e6df719dff,Fiction,52.67,52.67,0.0,Three,0,In stock (14 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,1528279aec1f3dce,Fantasy,46.02,46.02,0.0,One,0,In stock (14 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,00c4543ec6bd25b4,Default,44.48,44.48,0.0,One,0,In stock (14 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,e88fb1c9397cfb27,Add a comment,37.4,37.4,0.0,Two,0,In stock (14 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,012094e90a4b908d,Default,54.04,54.04,0.0,Two,0,In stock (14 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,6bdd909329435e80,Default,16.88,16.88,0.0,Three,0,In stock (14 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,52cf2a5933ec5d8f,Historical Fiction,28.08,28.08,0.0,One,0,In stock (14 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,4e812d32d64e2431,Psychology,10.4,10.4,0.0,One,0,In stock (14 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,f21effc079a2b38a,Humor,44.07,44.07,0.0,Four,0,In stock (14 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,2d88a31f325dfd3b,Horror,23.4,23.4,0.0,Five,0,In stock (14 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,4881cc53f6c8892f,Nonfiction,17.43,17.43,0.0,One,0,In stock (14 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,3bc89353f7e3a3cc,Mystery,54.21,54.21,0.0,Four,0,In stock (14 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",f72f61ad6a5f12ed,Add a comment,40.67,40.67,0.0,Three,0,In stock (14 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,992974ba6a0536ea,Fantasy,52.26,52.26,0.0,Four,0,In stock (14 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,ddc8340dabc8641b,Food and Drink,28.77,28.77,0.0,One,0,In stock (14 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",847935fc68707426,Thriller,13.82,13.82,0.0,Two,0,In stock (14 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,a86972014275e072,Fiction,25.85,25.85,0.0,Four,0,In stock (14 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,3d76bc83c6b644c9,Add a comment,48.78,48.78,0.0,Five,0,In stock (14 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),6edacfd1f8ebb9eb,Young Adult,35.35,35.35,0.0,Five,0,In stock (14 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,dc6f688b82e42a5b,Fantasy,44.73,44.73,0.0,Five,0,In stock (14 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",923831a05c9f91f7,Nonfiction,15.77,15.77,0.0,Three,0,In stock (14 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,1b8187fa4bf6ab05,Thriller,39.24,39.24,0.0,One,0,In stock (14 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,0c7b9cf2b7662b65,Mystery,13.92,13.92,0.0,One,0,In stock (14 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,2d1e337aaf341858,Mystery,10.69,10.69,0.0,Two,0,In stock (14 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,2c04320e110a14a3,Fiction,45.21,45.21,0.0,Two,0,In stock (14 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,4c8b7540409da4ac,Nonfiction,45.58,45.58,0.0,Three,0,In stock (14 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,ac8e3949d284e9a9,Sequential Art,11.89,11.89,0.0,One,0,In stock (14 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,fe44cc816576c652,Fiction,26.41,26.41,0.0,One,0,In stock (14 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,95019eac1c0a052f,Default,39.5,39.5,0.0,Four,0,In stock (14 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,3edcccc4f341fb1a,Science,44.74,44.74,0.0,Five,0,In stock (14 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,a278db6b2b09cf9f,Contemporary,52.79,52.79,0.0,One,0,In stock (14 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,394f6d30cafc3edb,Sequential Art,35.43,35.43,0.0,Four,0,In stock (14 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",830fb3967c74866d,Fiction,55.84,55.84,0.0,Three,0,In stock (14 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,f9705c362f070608,Travel,48.87,48.87,0.0,Four,0,In stock (14 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,86cbddb61ea78bb7,Poetry,46.78,46.78,0.0,One,0,In stock (14 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",85b2176b3b194030,Sequential Art,47.82,47.82,0.0,Two,0,In stock (14 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,31e2e2d9cca3778f,Sequential Art,25.48,25.48,0.0,Four,0,In stock (14 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,a6454e329f872b78,Childrens,23.57,23.57,0.0,Five,0,In stock (14 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),aa35446aab16017f,Poetry,50.89,50.89,0.0,Five,0,In stock (14 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,af58a74e4b2a23a0,Horror,10.56,10.56,0.0,Five,0,In stock (14 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",8ecf0356a3878811,Self Help,52.15,52.15,0.0,Three,0,In stock (14 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,e34efcc824685332,Childrens,18.28,18.28,0.0,One,0,In stock (14 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,02b74068fa98d8a4,Humor,11.83,11.83,0.0,One,0,In stock (14 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,132ec5e8c984adef,Nonfiction,21.95,21.95,0.0,Two,0,In stock (14 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,71e36f33981ddb74,Sequential Art,38.39,38.39,0.0,Two,0,In stock (14 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,727bf2b86b19ad88,Fiction,41.56,41.56,0.0,Three,0,In stock (14 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,cc82685d9f49bc2c,Fiction,24.48,24.48,0.0,One,0,In stock (14 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,137b0b2775701e11,Young Adult,40.36,40.36,0.0,One,0,In stock (14 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,caa2e5b3fb1b2d4c,Fiction,28.9,28.9,0.0,Four,0,In stock (14 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,47d47155e89c8be7,Add a comment,37.61,37.61,0.0,Five,0,In stock (14 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,b96fc7a0ea7d4b45,Business,38.85,38.85,0.0,One,0,In stock (14 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,5b43cae640f2338a,Childrens,53.95,53.95,0.0,Four,0,In stock (14 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",d512871626a5e588,Default,49.83,49.83,0.0,Three,0,In stock (14 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,a10c7515834240f3,Sequential Art,51.51,51.51,0.0,Four,0,In stock (14 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,adb5f51c2e2ab13f,Music,18.03,18.03,0.0,One,0,In stock (14 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",24af96df0bafb925,Nonfiction,29.14,29.14,0.0,Two,0,In stock (14 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,17fb5a88180f9904,Default,46.91,46.91,0.0,Four,0,In stock (14 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,1174156c4a0eccaa,Nonfiction,26.79,26.79,0.0,Five,0,In stock (14 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),708345c9897fd7c5,Default,16.28,16.28,0.0,Five,0,In stock (14 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,245e6bf08b8d2955,Food and Drink,19.55,19.55,0.0,Five,0,In stock (14 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",2b52334fab158861,Fantasy,29.65,29.65,0.0,Three,0,In stock (14 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,b8a8ff84233f0570,Humor,25.98,25.98,0.0,One,0,In stock (14 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,aeff7b87a8e83ebb,Fiction,10.6,10.6,0.0,One,0,In stock (14 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,fbb21a2f71f4d981,Humor,14.75,14.75,0.0,Two,0,In stock (14 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,6b6cd77fbc91b7a6,Default,47.02,47.02,0.0,Two,0,In stock (14 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,0b165bd4b9f42fd5,Romance,28.82,28.82,0.0,Three,0,In stock (14 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,afa829857f82f99e,Nonfiction,58.79,58.79,0.0,One,0,In stock (14 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,f201f263d8c23f97,Default,10.23,10.23,0.0,One,0,In stock (14 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,eec424a84c9e4c68,Religion,30.03,30.03,0.0,Four,0,In stock (14 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,de4b403cb629a29f,Historical Fiction,45.84,45.84,0.0,Five,0,In stock (14 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,9194ae88379dbf1a,Art,49.05,49.05,0.0,One,0,In stock (14 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,ac4dde0d1be05de0,Nonfiction,15.06,15.06,0.0,Four,0,In stock (14 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",a2bd4ca82d908442,Default,46.47,46.47,0.0,Three,0,In stock (14 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,9eaf58b03a2779cc,Fiction,27.09,27.09,0.0,Four,0,In stock (14 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,27c5968fe43cc06e,Sequential Art,57.62,57.62,0.0,One,0,In stock (14 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",1d6dd0c87d90fe92,Fiction,14.39,14.39,0.0,Two,0,In stock (14 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,a01f6d368ef64dc5,Nonfiction,51.75,51.75,0.0,Four,0,In stock (14 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,047dfa57ba0bf638,Health,54.07,54.07,0.0,Five,0,In stock (14 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),ad2887ce04583910,Young Adult,55.35,55.35,0.0,Five,0,In stock (14 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,bf5de316a5e9a4ab,Horror,40.12,40.12,0.0,Five,0,In stock (14 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",3c6fe637a0180b01,Fantasy,37.51,37.51,0.0,Three,0,In stock (14 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,94a958ea126cdcd5,Fiction,11.21,11.21,0.0,One,0,In stock (14 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,0e94a089328be4bc,Default,36.58,36.58,0.0,One,0,In stock (14 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,4b9d9cfe0f435788,Christian,47.72,47.72,0.0,Two,0,In stock (14 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,28cf0d1c51b491e5,Fiction,25.01,25.01,0.0,Two,0,In stock (14 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,33a3e0e3ffde0dcd,Add a comment,22.13,22.13,0.0,Three,0,In stock (14 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
Tipping the Velvet,42b0c50fc44140ec,Default,44.14,44.14,0.0,One,0,In stock (14 available),In stock,tipping-the-velvet_999/index.html,../media/cache/26/0c/260c6ae16bce31c8f8c95daddd9f4a1c.jpg
Soumission,966ebb738e0f9d9b,Fantasy,56.02,56.02,0.0,One,0,In stock (14 available),In stock,soumission_998/index.html,../media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg
Sharp Objects,1e264c677d4ee4ae,Default,11.23,11.23,0.0,Four,0,In stock (14 available),In stock,sharp-objects_997/index.html,../media/cache/32/51/3251cf3a3412f53f339e42cac2134093.jpg
Sapiens: A Brief History of Humankind,5b987e54ee72525c,Default,43.28,43.28,0.0,Five,0,In stock (14 available),In stock,sapiens-a-brief-history-of-humankind_996/index.html,../media/cache/be/a5/bea5697f2534a2f86a3ef27b5a8c12a6.jpg
The Requiem Red,8a6ec2761f91dad2,Default,47.27,47.27,0.0,One,0,In stock (14 available),In stock,the-requiem-red_995/index.html,../media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg
The Dirty Little Secrets of Getting Your Dream Job,bfbb54bc8cdeed2b,Add a comment,20.29,20.29,0.0,Four,0,In stock (14 available),In stock,the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,../media/cache/92/27/92274a95b7c251fea59a2b8a78275ab4.jpg
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",e2e7b683b4c15b7d,Young Adult,50.83,50.83,0.0,Three,0,In stock (14 available),In stock,the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,1b0fc9f777cad045,Default,31.85,31.85,0.0,Four,0,In stock (14 available),In stock,the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg
The Black Maria,5f22418922fa728b,Default,46.23,46.23,0.0,One,0,In stock (14 available),In stock,the-black-maria_991/index.html,../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg
"Starving Hearts (Triangular Trade Trilogy, #1)",16ef91b9d827859c,Nonfiction,37.8,37.8,0.0,Two,0,In stock (14 available),In stock,starving-hearts-triangular-trade-trilogy-1_990/index.html,../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg
Shakespeare's Sonnets,a80f66b254fe9eb3,Nonfiction,49.32,49.32,0.0,Four,0,In stock (14 available),In stock,shakespeares-sonnets_989/index.html,../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg
Set Me Free,bf68dcb5fad3cc8c,Sequential Art,32.01,32.01,0.0,Five,0,In stock (14 available),In stock,set-me-free_988/index.html,../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),999912e63a3262ae,Food and Drink,28.01,28.01,0.0,Five,0,In stock (14 available),In stock,scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,../media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg
Rip it Up and Start Again,0e0da9192a025efc,Food and Drink,50.62,50.62,0.0,Five,0,In stock (14 available),In stock,rip-it-up-and-start-again_986/index.html,../media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",9b65f676984c9f0c,Fiction,17.03,17.03,0.0,Three,0,In stock (14 available),In stock,our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,../media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg
Olio,ffdc825785c0ede8,Sequential Art,48.8,48.8,0.0,One,0,In stock (14 available),In stock,olio_984/index.html,../media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg
Mesaerion: The Best Science Fiction Stories 1800-1849,41164b8ac02a2c42,Young Adult,58.14,58.14,0.0,One,0,In stock (14 available),In stock,mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,../media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg
Libertarianism for Beginners,1fbb5f786e53a0ce,Add a comment,34.2,34.2,0.0,Two,0,In stock (14 available),In stock,libertarianism-for-beginners_982/index.html,../media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg
It's Only the Himalayas,ad41c24ccac0c7ce,Default,51.48,51.48,0.0,Two,0,In stock (14 available),In stock,its-only-the-himalayas_981/index.html,../media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg
A Light in the Attic,39861fc1c0845d15,Historical,29.87,29.87,0.0,Three,0,In stock (14 available),In stock,a-light-in-the-attic_1000/index.html,../media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg
